prefab,game_object,psys_id,duration,looping,emit_rate,lifetime,speed,size,gravity,shape,shape_type,shape_radius,shape_angle,color_over_lifetime,size_over_lifetime,velocity_over_lifetime,rotation_over_lifetime,texture_sheet,materials,textures,voxen_texture_indices,renderer_mode,renderer_length_scale,trail_lifetime,trail_width,features,unsupported
Assets/Resources/Prefabs/npc_flier_bot.prefab,particle_fliermuzburst (1),6418551034942490144,1.5,0,0,0.5,0,0.5,0,point,0,1,25,"c0.28235:(1,0.91764706,0.69803923,1);a0:1;c1:(0.39215687,0.39215687,0.38431373,1);a1:1",curve[0:0.86885;1:0.5041],off,off,off,ef_flierbotmuzzleburst1,npc_flierbot_muzzleburst1.png,556,0,2,off,off,,
Assets/Resources/Prefabs/npc_flier_bot.prefab,particle_muzburst2,4945900613112249530,1.5,0,0,0.5,0,0.5,0,point,0,1,25,"c0.28235:(1,0.77254903,0.5294118,1);a0:1;c1:(0.38431373,0.39215687,0.39215687,1);a1:1",curve[0:0.86885;1:0.5041],off,off,off,ef_flierbotmuzzleburst2,npc_flierbot_muzzleburst2.png,557,0,2,off,off,,
Assets/Resources/Prefabs/npc_flier_bot.prefab,particle_muzburst4,8056504642539258960,1.5,0,0,0.5,0,0.5,0,point,0,1,25,"c0.28235:(1,0.77254903,0.5294118,1);a0:1;c1:(0.38431373,0.39215687,0.39215687,1);a1:1",curve[0:0.86885;1:0.5041],off,off,off,ef_flierbotmuzzleburst2,npc_flierbot_muzzleburst2.png,557,0,2,off,off,,
Assets/Resources/Prefabs/npc_flier_bot.prefab,subSparks (1),1809310224954267878,0.6,0,50,0.2..1,1..3,0.02,0.5,cone,2,0.1,25,"c0:(0.4433962,0.4433962,0.4433962,1);a0:1;c1:(1,1,1,1);a0.17353:1;a1:0",curve[0:1;1:0],off,off,off,ef_onepixelwhite|ef_messystreaktrail,white.png|MessyStreakTrail.png,881|538,0,2,off,off,shape:cone,shape distribution/rotation; separate color/alpha key timing
Assets/Resources/Prefabs/npc_flier_bot.prefab,subBurst,3658674859327615465,0.6,0,20,0.8,0,0.3,0,point(unity:17),0,0.3,25,off,curve[0:0.68493;0.66528:0.84216;1:0],off,off,off,ef_particleafterburner,Burst.png,67,0,2,off,off,shape:point(unity:17),shape distribution/rotation; unsupported Unity shape type 17
Assets/Resources/Prefabs/npc_flier_bot.prefab,deathBurst,426303558254477340,2,0,0,0.2..1,1..3,0.02,0.5,sphere,1,0.2,25,"c0:(1,1,1,1);a0:1;c1:(1,1,1,1);a0.17353:1;a1:0",curve[0:1;1:0],off,off,off,ef_onepixelwhite|ef_messystreaktrail,white.png|MessyStreakTrail.png,881|538,0,2,0.2,0.5,"shape:sphere,trail",shape distribution/rotation; separate color/alpha key timing
Assets/Resources/Prefabs/npc_flier_bot.prefab,centerumbra,244728843166325780,1.5,0,10,1.5,0,0.5,0,point,0,1,25,"c0:(1,0.989412,0.8160377,1);a0:1;c1:(0.24313726,0.065291904,0.039215676,0.88235295);a0.55883:0.88235295;a1:0",curve[0:1;1:0],off,off,off,ef_particleafterburner,Burst.png,67,0,2,off,off,,separate color/alpha key timing
Assets/Resources/Prefabs/npc_flier_bot.prefab,subSparks,4618541872431171563,0.6,0,50,0.2..1,1..3,0.02,0,sphere,1,0.3,25,"c0:(1,1,1,1);a0:1;c1:(1,1,1,1);a0.17353:1;a1:0",curve[0:1;1:0],off,off,off,ef_onepixelwhite|ef_messystreaktrail,white.png|MessyStreakTrail.png,881|538,0,2,off,off,shape:sphere,shape distribution/rotation; separate color/alpha key timing
Assets/Resources/Prefabs/npc_flier_bot.prefab,subSparks,8669553508582996431,0.6,0,50,0.2..1,1..3,0.02,0.5,cone,2,0.1,25,"c0:(0.4433962,0.4433962,0.4433962,1);a0:1;c1:(1,1,1,1);a0.17353:1;a1:0",curve[0:1;1:0],off,off,off,ef_onepixelwhite|ef_messystreaktrail,white.png|MessyStreakTrail.png,881|538,0,2,off,off,shape:cone,shape distribution/rotation; separate color/alpha key timing
Assets/Resources/Prefabs/npc_hopper.prefab,muzBurstHopper,529088222961993678,1,0,0,0.8,0,2,0,point,0,1,25,"c0:(1,0,0,1);a0:1;c1:(1,0,0,1);a1:1",curve[0:1;1:0.40183],off,off,off,ef_sec2botrotarymuzzlesquint,Sec2RotaryMuzzleSquint.png,797,0,2,off,off,,
Assets/Resources/Prefabs/npc_hopper.prefab,center,1501004398624129001,1,0,0,0.8,0,0.8,0,point,0,1,25,"c0:(1,0.98176885,0,1);a0:1;c1:(1,0,0,1);a1:1",curve[0:1;0.60804:1;1:0.74886],off,off,off,ef_particleafterburner,Burst.png,67,0,2,off,off,,
Assets/Resources/Prefabs/npc_hopper.prefab,rotatedSquint,32977623995314663,1,0,0,0.8,0,2,0,point,0,1,25,"c0:(1,0,0,1);a0:1;c1:(1,0,0,1);a1:1",curve[0:1;1:0.23287],off,off,off,ef_sec2botrotarymuzzlesquint,Sec2RotaryMuzzleSquint.png,797,0,2,off,off,,
Assets/Resources/Prefabs/npc_humanoid_mutant.prefab,deathBurstTempFX,1785291613711648797,1,0,0,1..1,0.8..1.5,0.2,0.5,cone,2,0.01,30,"c0:(0.53676474,0.0946143,0.019733984,1);a0:1;c1:(0.3455882,0.033034157,0.033034157,0.8156863);a0.65:0.8156863;a1:0",off,off,off,off,ef_particlesteam|ef_particlespray,ParticleCloudWhite.png|ParticleCloudWhite.png,583|583,0,2,0.6..0.6,1,"shape:cone,trail",shape distribution/rotation; separate color/alpha key timing
Assets/Resources/Prefabs/npc_maint_bot.prefab,deathFlames (5),598964489333703074,1.8,0,0,1.8,0,1,0,point,0,0.1,25,"c0:(1,1,1,1);a0:1;c1:(0.4666667,0.20000002,0,1);a0.84411:1;a1:0",curve[0:0.82273;0.99818:0.49091],off,off,tiles=8x4 frame=curve[0:0;1:0.9999],ef_particleflames,ParticleFlamesSheet.png,588,0,2,off,off,flipbook:8x4,separate color/alpha key timing
Assets/Resources/Prefabs/npc_maint_bot.prefab,deathSubBurst (2),5848775591072459202,0.5,0,100,0.4,3,0.02,0,cone,2,0.2,25,"c0:(1,1,1,1);a0:1;c0.72941:(1,0.6623117,0.1462264,1);a0.55294:1;c0.87648:(1,0,0,0);a1:0",off,off,off,off,ef_onepixel,onepixel.png,579,0,2,off,off,shape:cone,shape distribution/rotation
Assets/Resources/Prefabs/npc_maint_bot.prefab,muzzleLightning,76795980059141567,1,0,0,0.3,0,0.8,0,point,0,0.2,25,off,curve[0:0.51364;1:0.30455],off,off,off,ef_maintbotmuzzleburst,npc_maintbotmuzzburst.png,566,0,2,off,off,,
Assets/Resources/Prefabs/npc_maint_bot.prefab,deathFlames (2),7289404481756097976,1.6,0,0,1,0,1,0,point,0,0.1,25,"c0:(1,1,1,1);a0:1;c1:(0.4666667,0.20000002,0,1);a0.84411:1;a1:0",curve[0:0.82273;0.99818:0.49091],off,off,tiles=8x4 frame=curve[0:0;1:0.9999],ef_particleflames,ParticleFlamesSheet.png,588,0,2,off,off,flipbook:8x4,separate color/alpha key timing
Assets/Resources/Prefabs/npc_maint_bot.prefab,deathFlames (6),1539120804155581810,1.8,0,0,1.7,0,0.8,0,point,0,0.1,25,"c0:(1,1,1,1);a0:1;c1:(0.4666667,0.20000002,0,1);a0.84411:1;a1:0",curve[0:0.82273;0.99818:0.49091],off,off,tiles=8x4 frame=curve[0:0;1:0.9999],ef_particleflames,ParticleFlamesSheet.png,588,0,2,off,off,flipbook:8x4,separate color/alpha key timing
Assets/Resources/Prefabs/npc_maint_bot.prefab,deathFlames (1),6979012627845765239,1.6,0,0,1,0,1,0,point,0,0.1,25,"c0:(1,1,1,1);a0:1;c1:(0.4666667,0.20000002,0,1);a0.84411:1;a1:0",curve[0:0.82273;0.99818:0.49091],off,off,tiles=8x4 frame=curve[0:0;1:0.9999],ef_particleflames,ParticleFlamesSheet.png,588,0,2,off,off,flipbook:8x4,separate color/alpha key timing
Assets/Resources/Prefabs/npc_maint_bot.prefab,muzburstpixels,3699447807709823753,1,0,0,0.4,1..1.5,0.03,0,sphere,1,0.1,25,"c0:(0.9481132,0.99146825,1,1);a0:1;c0.17353:(0.8254717,0.9917869,1,1);a0.49117:1;a1:0",curve[0:0.51364;1:0.30455],off,off,off,ef_onepixel,onepixel.png,579,0,2,off,off,shape:sphere,shape distribution/rotation; separate color/alpha key timing
Assets/Resources/Prefabs/npc_maint_bot.prefab,deathFlames (4),4526773337877608329,1.6,0,0,1,0,0.5,0,point,0,0.1,25,"c0:(1,1,1,1);a0:1;c1:(0.4666667,0.20000002,0,1);a0.84411:1;a1:0",curve[0:0.82273;0.99818:0.49091],off,off,tiles=8x4 frame=curve[0:0;1:0.9999],ef_particleflames,ParticleFlamesSheet.png,588,0,2,off,off,flipbook:8x4,separate color/alpha key timing
Assets/Resources/Prefabs/npc_maint_bot.prefab,deathFlames (3),4770065639842578987,1.6,0,0,1,0,0.5,0,point,0,0.1,25,"c0:(1,1,1,1);a0:1;c1:(0.4666667,0.20000002,0,1);a0.84411:1;a1:0",curve[0:0.82273;0.99818:0.49091],off,off,tiles=8x4 frame=curve[0:0;1:0.9999],ef_particleflames,ParticleFlamesSheet.png,588,0,2,off,off,flipbook:8x4,separate color/alpha key timing
Assets/Resources/Prefabs/npc_maint_bot.prefab,deathSubBurst (1),2095427177493782351,1.6,0,0,0.5,3,0.02,0,sphere,1,0.1,25,off,off,off,off,off,ef_onepixel,onepixel.png,579,0,2,off,off,shape:sphere,shape distribution/rotation
Assets/Resources/Prefabs/npc_maint_bot.prefab,centerbright,4120643754580453872,1,0,0,0.2,0,0.6,0,point,0,0.1,25,"c0:(1,1,1,1);a0:1;c1:(0.745283,0.745283,0.745283,1);a0.49117:1;a1:0",curve[0:0.51364;1:0.30455],off,off,off,ef_particleafterburner,Burst.png,67,0,2,off,off,,separate color/alpha key timing
Assets/Resources/Prefabs/npc_mutant_cyborg.prefab,muzBurstMutCyborg,5463745810751940245,1.5,0,0,0.5,0,0.5,0,point,0,1,25,"c0:(0.67035997,1,0.11792451,1);a0:1;c1:(0.598614,0.8396226,0.19406372,1);a1:1",curve[0:0.74886;1:0.50685],off,off,off,ef_particleshockwave,<none>,?,0,2,off,off,,
Assets/Resources/Prefabs/npc_mutant_cyborg.prefab,muzBurstMutCyborg (1),7717777555508859523,1.5,0,0,0.5,0,0.5,0,point,0,1,25,"c0:(0.67035997,1,0.11792451,1);a0:1;c1:(0.598614,0.8396226,0.19406372,1);a1:1",curve[0:0.74886;1:0.50685],off,off,off,ef_particleshockwave,<none>,?,0,2,off,off,,
Assets/Resources/Prefabs/npc_plant_mutant.prefab,particle_bits,2648850282542587651,1.5,0,0,1.5,2..4,0.02,0.5,cone,2,0.1,50,"c0.28235:(0.69112325,0.990566,0.21026169,1);a0:1;c1:(0.1948859,0.20784314,0.1764706,1);a1:1",curve[0:0.86885;1:0.5041],off,off,off,ef_onepixel,onepixel.png,579,0,2,off,off,shape:cone,shape distribution/rotation
Assets/Resources/Prefabs/npc_plant_mutant.prefab,particle_deathburst,3844302803358840444,1.5,0,0,1,1..2,0.2..0.5,0.5,cone,2,0.1,25,"c0:(0.16246426,0.254717,0.054067295,1);a0:1;c1:(0.16246426,0.254717,0.054067295,1);a1:1",curve[0:0.86885;1:0.029214],off,off,off,ef_sec2botrotarybuzzleburst,Sec2RotaryMuzzleBurst.png,796,0,2,off,off,shape:cone,shape distribution/rotation
Assets/Resources/Prefabs/npc_plant_mutant.prefab,particle_bits (1),1573062734171044280,1.5,0,0,1.5,2..4,0.02,0.5,cone,2,0.1,50,"c0.28235:(0.8019765,0.9622642,0.29503384,1);a0:1;c1:(0.20784315,0.19607845,0.1764706,1);a1:1",curve[0:0.86885;1:0.5041],off,off,off,ef_onepixelwhite,white.png,881,0,2,off,off,shape:cone,shape distribution/rotation
Assets/Resources/Prefabs/npc_repairbot.prefab,particle_deathburst,4610633150529219418,1.5,0,0,0.2,0,1,0,point,0,1,25,"c0.28235:(0.6981132,0.6981132,0.6981132,1);a0:1;c1:(0.41509432,0.41509432,0.41509432,1);a1:1",curve[0:0.86885;1:0.5041],off,off,off,ef_particleafterburner,Burst.png,67,0,2,off,off,,
Assets/Resources/Prefabs/npc_repairbot.prefab,particle_bits,8571873347095256174,1.5,0,0,0.5,5,0.02,0,sphere,1,0.3,25,"c0.28235:(0.96862745,0.9598542,0.92156863,1);a0:1;c1:(0.20784315,0.19607845,0.1764706,1);a1:1",curve[0:0.86885;1:0.5041],off,off,off,ef_onepixel,onepixel.png,579,0,2,off,off,shape:sphere,shape distribution/rotation
Assets/Resources/Prefabs/npc_repairbot.prefab,particle_bits (1),5061240724627460187,1.5,0,0,0.5,3,0.02,0,sphere,1,0.3,25,"c0.28235:(0.96862745,0.95604247,0.92156863,1);a0:1;c1:(0.20784315,0.19607845,0.1764706,1);a1:1",curve[0:0.86885;1:0.5041],off,off,off,ef_onepixelwhite,white.png,881,0,2,off,off,shape:sphere,shape distribution/rotation
Assets/Resources/Prefabs/npc_repairbot.prefab,particle_sec2muzburst2 (1),3678281195475419610,1.5,0,0,0.2,0,3,0,point,0,1,25,"c0:(1,1,1,0.5176471);a0:0.5176471;c0.30588:(1,0.9322016,0.6666667,0);a1:0;c1:(0.39607844,0.38879183,0.18431371,1)",curve[0:0.86885;1:0.5041],off,off,off,ef_particleafterburner,Burst.png,67,0,2,off,off,,separate color/alpha key timing
Assets/Resources/Prefabs/npc_repairbot.prefab,particle_repairbotburst,1497114736534632792,1.5,0,0,0.7,0,2,0,point,0,1,25,"c0:(1,1,1,1);a0:1;c1:(1,1,1,1);a0.32941:1;a0.68824:0;a1:0",curve[0.005455:0.39546;0.26814:1;0.51215:0.87756;1:0.081818],off,off,off,ef_particlerepairebotburst,npc_repairbot_deathburst.png,571,0,2,off,off,,separate color/alpha key timing
Assets/Resources/Prefabs/npc_repairbot.prefab,particle_sec2muzburst2,2465709910620675768,1.5,0,0,0.2,0,2.5,0,point,0,1,25,"c0.28235:(1,1,1,1);a0:1;c1:(0.39607844,0.38879183,0.18431371,0.48235294);a1:0.48235294",curve[0:0.86885;1:0.5041],off,off,off,ef_sec2botrotarymuzzlesquint,Sec2RotaryMuzzleSquint.png,797,0,2,off,off,,
Assets/Resources/Prefabs/npc_sec1_bot.prefab,centerFlash (2),425805515535940893,1,0,0,0.3,3,0.02,0,sphere,1,0.2,25,off,off,off,off,off,ef_onepixelwhite,white.png,881,0,2,off,off,shape:sphere,shape distribution/rotation
Assets/Resources/Prefabs/npc_sec1_bot.prefab,centerFlash (1),4338036150801390386,1,0,0,0.3,0,1,0,point,0,1,25,"c0.3147:(0.15419187,0.9339623,0.36297336,1);a0:1;c1:(0.38431373,0.39215687,0.39215687,1);a1:1",off,off,off,off,ef_particleafterburner,Burst.png,67,0,2,off,off,,
Assets/Resources/Prefabs/npc_sec1_bot.prefab,centerFlash,7121555498780197710,1,0,0,0.3,0,2,0,point,0,1,25,"c0.3147:(0.15419187,0.9339623,0.36297336,1);a0:1;c1:(0.38431373,0.39215687,0.39215687,1);a1:1",curve[0:0.59612;0.25484:1;1:0],off,off,off,ef_particleafterburner,Burst.png,67,0,2,off,off,,
Assets/Resources/Prefabs/npc_sec1_bot.prefab,centerFlash (1),7165802689262392262,1,0,0,0.3,0,1,0,point,0,1,25,"c0.3147:(0.15419187,0.9339623,0.36297336,1);a0:1;c1:(0.38431373,0.39215687,0.39215687,1);a1:1",off,off,off,off,ef_particleafterburner,Burst.png,67,0,2,off,off,,
Assets/Resources/Prefabs/npc_sec1_bot.prefab,centerFlash (2),7578510808873399637,1,0,0,0.3,3,0.02,0,sphere,1,0.2,25,off,off,off,off,off,ef_onepixelwhite,white.png,881,0,2,off,off,shape:sphere,shape distribution/rotation
Assets/Resources/Prefabs/npc_sec1_bot.prefab,particle_sec2muzburst (2),6817541542189299054,1.5,0,0,0.2,0,1,0,point,0,1,25,"c0.28235:(0.6981132,0.6981132,0.6981132,1);a0:1;c1:(0.41509432,0.41509432,0.41509432,1);a1:1",curve[0:0.86885;1:0.5041],off,off,off,ef_particleafterburner,Burst.png,67,0,2,off,off,,
Assets/Resources/Prefabs/npc_sec1_bot.prefab,centerFlash (1),3607817733775483615,1,0,0,0.3,0,1,0,point,0,1,25,"c0.3147:(0.15419187,0.9339623,0.36297336,1);a0:1;c1:(0.38431373,0.39215687,0.39215687,1);a1:1",off,off,off,off,ef_particleafterburner,Burst.png,67,0,2,off,off,,
Assets/Resources/Prefabs/npc_sec1_bot.prefab,centerFlash (2),4156649157679228391,1,0,0,0.3,3,0.02,0,sphere,1,0.2,25,off,off,off,off,off,ef_onepixelwhite,white.png,881,0,2,off,off,shape:sphere,shape distribution/rotation
Assets/Resources/Prefabs/npc_sec1_bot.prefab,centerFlash (2),3548892947902450621,1,0,0,0.3,3,0.02,0,sphere,1,0.2,25,off,off,off,off,off,ef_onepixelwhite,white.png,881,0,2,off,off,shape:sphere,shape distribution/rotation
Assets/Resources/Prefabs/npc_sec1_bot.prefab,deathSubBurst,3401147149622606256,1,0,0,0.4,3,0.02,0,sphere,1,0.2,25,off,off,off,off,off,ef_onepixelwhite,white.png,881,0,2,off,off,shape:sphere,shape distribution/rotation
Assets/Resources/Prefabs/npc_sec1_bot.prefab,centerFlash,8920887491812867837,1,0,0,0.3,0,2,0,point,0,1,25,"c0.3147:(0.15419187,0.9339623,0.36297336,1);a0:1;c1:(0.38431373,0.39215687,0.39215687,1);a1:1",curve[0:0.59612;0.25484:1;1:0],off,off,off,ef_particleafterburner,Burst.png,67,0,2,off,off,,
Assets/Resources/Prefabs/npc_sec1_bot.prefab,particle_sec2muzburst2,1610455443590704726,1.5,0,0,0.2,0,0.8,0,point,0,1,25,"c0.28235:(1,0.7627636,0.7311321,1);a0:1;c1:(0.3962264,0.20081587,0.18503025,1);a1:1",curve[0:0.86885;1:0.5041],off,off,off,ef_sec2botrotarymuzzlesquint,Sec2RotaryMuzzleSquint.png,797,0,2,off,off,,
Assets/Resources/Prefabs/npc_sec1_bot.prefab,centerFlash,7319508048993839815,1,0,0,0.3,0,2,0,point,0,1,25,"c0.3147:(0.15419187,0.9339623,0.36297336,1);a0:1;c1:(0.38431373,0.39215687,0.39215687,1);a1:1",curve[0:0.59612;0.25484:1;1:0],off,off,off,ef_particleafterburner,Burst.png,67,0,2,off,off,,
Assets/Resources/Prefabs/npc_sec1_bot.prefab,deathSubBurst (1),5738716789992909374,1,0,0,0.4,3,0.02,0,sphere,1,0.2,25,off,off,off,off,off,ef_onepixelwhite,white.png,881,0,2,off,off,shape:sphere,shape distribution/rotation
Assets/Resources/Prefabs/npc_sec1_bot.prefab,deathSubBurst (2),3645359080954723978,1,0,0,0.4,3,0.02,0,sphere,1,0.2,25,off,off,off,off,off,ef_onepixelwhite,white.png,881,0,2,off,off,shape:sphere,shape distribution/rotation
Assets/Resources/Prefabs/npc_sec1_bot.prefab,centerFlash,647244276584886165,1,0,0,0.3,0,2,0,point,0,1,25,"c0.3147:(0.15419187,0.9339623,0.36297336,1);a0:1;c1:(0.38431373,0.39215687,0.39215687,1);a1:1",curve[0:0.59612;0.25484:1;1:0],off,off,off,ef_particleafterburner,Burst.png,67,0,2,off,off,,
Assets/Resources/Prefabs/npc_sec1_bot.prefab,particle_sec2muzburst2,4925497182587221521,1.5,0,0,0.2,0,0.8,0,point,0,1,25,"c0.28235:(1,0.7627636,0.7311321,1);a0:1;c1:(0.3962264,0.20081587,0.18503025,1);a1:1",curve[0:0.86885;1:0.5041],off,off,off,ef_sec2botrotarymuzzlesquint,Sec2RotaryMuzzleSquint.png,797,0,2,off,off,,
Assets/Resources/Prefabs/npc_sec1_bot.prefab,deathSubBurst (3),8136203898494454009,1,0,0,0.4,3,0.02,0,sphere,1,0.2,25,off,off,off,off,off,ef_onepixelwhite,white.png,881,0,2,off,off,shape:sphere,shape distribution/rotation
Assets/Resources/Prefabs/npc_sec1_bot.prefab,particle_sec2muzburst (1),2851350832447667817,1.5,0,0,0.2,0,1,0,point,0,1,25,"c0.28235:(0.6981132,0.6981132,0.6981132,1);a0:1;c1:(0.41509432,0.41509432,0.41509432,1);a1:1",curve[0:0.86885;1:0.5041],off,off,off,ef_particleafterburner,Burst.png,67,0,2,off,off,,
Assets/Resources/Prefabs/npc_sec1_bot.prefab,centerFlash (1),523598148321860545,1,0,0,0.3,0,1,0,point,0,1,25,"c0.3147:(0.15419187,0.9339623,0.36297336,1);a0:1;c1:(0.38431373,0.39215687,0.39215687,1);a1:1",off,off,off,off,ef_particleafterburner,Burst.png,67,0,2,off,off,,
Assets/Resources/Prefabs/npc_sec2_bot.prefab,particle_sec2muzburst,198714903818216579,1.5,1,0,0.5,0,0.6,0,point,0,1,25,"c0.28235:(1,0.91764706,0.69803923,1);a0:1;c1:(0.39215687,0.39215687,0.38431373,1);a1:1",curve[0:0.86885;1:0.5041],off,off,off,ef_sec2botmuzzleburst1,Sec2MuzzleBurst1.png,792,0,2,off,off,,
Assets/Resources/Prefabs/npc_sec2_bot.prefab,FlashSquint,198527363467496287,1.5,0,0,0.5,0,2,0,point,0,0.15,25,"c0:(0.62352943,0.5686275,0.4862745,1);a0:1;c0.39118:(1,0.57254905,0.11764706,1);a0.76765:1;c1:(0.21960784,0.050980393,0,0.37254903);a1:0.37254903",curve[0:0;0.9974:0.89754],off,off,off,ef_sec2botrotarymuzzlesquint,Sec2RotaryMuzzleSquint.png,797,0,2,off,off,,
Assets/Resources/Prefabs/npc_sec2_bot.prefab,particle_sec2muzburst4,198398553310941647,1.5,1,0,0.5,0,0.6,0,point,0,1,25,"c0.28235:(1,0.77254903,0.5294118,1);a0:1;c1:(0.38431373,0.39215687,0.39215687,1);a1:1",curve[0:0.86885;1:0.5041],off,off,off,ef_sec2botmuzzleburst4,Sec2MuzzleBurst4.png,795,0,2,off,off,,
Assets/Resources/Prefabs/npc_sec2_bot.prefab,particle_sec2muzburst2,198666615698461343,1.5,1,0,0.5,0,0.6,0,point,0,1,25,"c0.28235:(1,0.77254903,0.5294118,1);a0:1;c1:(0.38431373,0.39215687,0.39215687,1);a1:1",curve[0:0.86885;1:0.5041],off,off,off,ef_sec2botmuzzleburst2,Sec2MuzzleBurst2.png,793,0,2,off,off,,
Assets/Resources/Prefabs/npc_sec2_bot.prefab,particle_sec2muzburst3,198563243467373407,1.5,1,0,0.5,0,0.6,0,point,0,1,25,"c0.28235:(1,0.91764706,0.69803923,1);a0:1;c1:(0.38431373,0.39215687,0.39215687,1);a1:1",curve[0:0.86885;1:0.5041],off,off,off,ef_sec2botmuzzleburst3,Sec2MuzzleBurst3.png,794,0,2,off,off,,
Assets/Resources/Prefabs/npc_sec2_bot.prefab,particle_sec2rotmuzburst,198096053692062241,1.5,0,0,0.5,0,0.6,0,point,0,1,25,"c0.28235:(1,1,1,1);a0:1;c1:(0.38431373,0.39215687,0.39215687,1);a1:1",curve[0:0.86885;1:0.5041],off,off,off,ef_sec2botrotarybuzzleburst,Sec2RotaryMuzzleBurst.png,796,0,2,off,off,,
Assets/Resources/Prefabs/npc_sec2_bot.prefab,centerFlash,7493568740971142432,1,0,0,0.3,0,2,0,point,0,1,25,"c0.3147:(1,0.7879717,0.5613208,1);a0:1;c1:(0.38431373,0.39215687,0.39215687,1);a1:1",curve[0:0.59612;0.25484:1;1:0],off,off,off,ef_particleafterburner,Burst.png,67,0,2,off,off,,
Assets/Resources/Prefabs/npc_sec2_bot.prefab,centerFlash,7050133395524002344,1,0,0,0.3,0,1.5,0,point,0,1,25,"c0.3147:(1,0.7879717,0.5613208,1);a0:1;c1:(0.38431373,0.39215687,0.39215687,1);a1:1",curve[0:0.59612;0.25484:1;1:0],off,off,off,ef_particleafterburner,Burst.png,67,0,2,off,off,,
Assets/Resources/Prefabs/npc_sec2_bot.prefab,particle_sec2muzburst2,4939084374666379694,1.5,1,0,0.5,0,0.6,0,point,0,1,25,"c0.28235:(1,0.77254903,0.5294118,1);a0:1;c1:(0.38431373,0.39215687,0.39215687,1);a1:1",curve[0:0.86885;1:0.5041],off,off,off,ef_sec2botmuzzleburst2,Sec2MuzzleBurst2.png,793,0,2,off,off,,
Assets/Resources/Prefabs/npc_sec2_bot.prefab,particle_sec2muzburst4,863484114586519149,1.5,1,0,0.5,0,0.6,0,point,0,1,25,"c0.28235:(1,0.77254903,0.5294118,1);a0:1;c1:(0.38431373,0.39215687,0.39215687,1);a1:1",curve[0:0.86885;1:0.5041],off,off,off,ef_sec2botmuzzleburst4,Sec2MuzzleBurst4.png,795,0,2,off,off,,
Assets/Resources/Prefabs/npc_sec2_bot.prefab,centerFlash (2),5409163763128679010,1,0,0,0.3,3,0.02,0,sphere,1,0.2,25,off,off,off,off,off,ef_onepixel,onepixel.png,579,0,2,off,off,shape:sphere,shape distribution/rotation
Assets/Resources/Prefabs/npc_sec2_bot.prefab,particle_sec2muzburst (7),3883038831303625581,1.5,1,0,0.5,0,0.6,0,point,0,1,25,"c0.28235:(1,0.91764706,0.69803923,1);a0:1;c1:(0.39215687,0.39215687,0.38431373,1);a1:1",curve[0:0.86885;1:0.5041],off,off,off,ef_sec2botmuzzleburst1,Sec2MuzzleBurst1.png,792,0,2,off,off,,
Assets/Resources/Prefabs/npc_sec2_bot.prefab,deathSubBurst (1),8681355444030005366,1,0,0,0.4,3,0.02,0,sphere,1,0.2,25,off,off,off,off,off,ef_onepixel,onepixel.png,579,0,2,off,off,shape:sphere,shape distribution/rotation
Assets/Resources/Prefabs/npc_sec2_bot.prefab,particle_sec2muzburst4,1335510531969978544,1.5,1,0,0.5,0,0.6,0,point,0,1,25,"c0.28235:(1,0.77254903,0.5294118,1);a0:1;c1:(0.38431373,0.39215687,0.39215687,1);a1:1",curve[0:0.86885;1:0.5041],off,off,off,ef_sec2botmuzzleburst4,Sec2MuzzleBurst4.png,795,0,2,off,off,,
Assets/Resources/Prefabs/npc_sec2_bot.prefab,particle_sec2muzburst2,8283445325044809824,1.5,1,0,0.5,0,0.6,0,point,0,1,25,"c0.28235:(1,0.77254903,0.5294118,1);a0:1;c1:(0.38431373,0.39215687,0.39215687,1);a1:1",curve[0:0.86885;1:0.5041],off,off,off,ef_sec2botmuzzleburst2,Sec2MuzzleBurst2.png,793,0,2,off,off,,
Assets/Resources/Prefabs/npc_sec2_bot.prefab,particle_sec2muzburst3,6426301901074128883,1.5,1,0,0.5,0,0.6,0,point,0,1,25,"c0.28235:(1,0.91764706,0.69803923,1);a0:1;c1:(0.38431373,0.39215687,0.39215687,1);a1:1",curve[0:0.86885;1:0.5041],off,off,off,ef_sec2botmuzzleburst3,Sec2MuzzleBurst3.png,794,0,2,off,off,,
Assets/Resources/Prefabs/npc_sec2_bot.prefab,particle_sec2muzburst3,7652748326825255935,1.5,1,0,0.5,0,0.6,0,point,0,1,25,"c0.28235:(1,0.91764706,0.69803923,1);a0:1;c1:(0.38431373,0.39215687,0.39215687,1);a1:1",curve[0:0.86885;1:0.5041],off,off,off,ef_sec2botmuzzleburst3,Sec2MuzzleBurst3.png,794,0,2,off,off,,
Assets/Resources/Prefabs/npc_sec2_bot.prefab,particle_sec2muzburst2,4666179746691806090,1.5,1,0,0.5,0,0.6,0,point,0,1,25,"c0.28235:(1,0.77254903,0.5294118,1);a0:1;c1:(0.38431373,0.39215687,0.39215687,1);a1:1",curve[0:0.86885;1:0.5041],off,off,off,ef_sec2botmuzzleburst2,Sec2MuzzleBurst2.png,793,0,2,off,off,,
Assets/Resources/Prefabs/npc_sec2_bot.prefab,deathSubBurst,4361478166319448898,1,0,0,0.4,3,0.02,0,sphere,1,0.2,25,off,off,off,off,off,ef_onepixel,onepixel.png,579,0,2,off,off,shape:sphere,shape distribution/rotation
