constIndex:135|lP.x:-40.34|lP.y:34.935|lP.z:4.2116|lR.x:0|lR.y:.92388|lR.z:.38268|lR.w:0|lS.x:1|lS.y:1|lS.z:1.41422
constIndex:710|lP.x:54.237|lP.y:31.594|lP.z:40.977|lR.x:-.70711|lR.y:0|lR.z:0|lR.w:.70711|lS.x:1|lS.y:1|lS.z:1|lev1SecCode:0|lev2SecCode:0|lev3SecCode:0|lev4SecCode:0|lev5SecCode:0|lev6SecCode:0|RobotSpawnDeactivated:0|IsotopeInstalled:0|ShieldActivated:0|LaserSafetyOverriden:0|LaserDestroyed:0|BetaGroveCyberUnlocked:0|GroveAlphaJettisonEnabled:0|GroveBetaJettisonEnabled:0|GroveDeltaJettisonEnabled:0|MasterJettisonBroken:0|Relay428Fixed:1|MasterJettisonEnabled:0|BetaGroveJettisoned:0|AntennaNorthDestroyed:0|AntennaSouthDestroyed:0|AntennaEastDestroyed:0|AntennaWestDestroyed:0|SelfDestructActivated:0|BridgeSeparated:0|IsolinearChipsetInstalled:0|target:lev6jettisonenablesuccess|targetIfFalse:lev6jettisonfailure|argvalue:|argvalueIfFalse:|targetname:lev6masterjettisonbrokentest|tripTrigger:0|doorOpen:0|doorOpenIfUnlocked:0|doorClose:0|doorLock:0|doorUnlock:0|switchTrigger:0|chargeStationRecharge:0|enemyAlert:0|forceBridgeActivate:0|forceBridgeDeactivate:0|forceBridgeToggle:0|gravityLiftToggle:0|textureChangeToggle:0|lightOn:0|lightOff:0|lightToggle:0|funcwallMove:0|missionBitOn:0|missionBitOff:0|missionBitToggle:0|sendEmail:0|switchLockToggle:0|lockCodeToScreenMaterialChanger:0|spawnerActivate:0|spawnerActivateAlerted:0|cyborgConversionToggle:0|GOSetActive:0|GOSetDeactive:0|GOToggleActive:0|toggleRadiationTrigger:0|disableThisGOOnAwake:0|toggleRelayEnabled:0|togglePuzzlePanelLocked:0|testQuestBitIsOn:1|testQuestBitIsOff:0|playSoundOnce:1|stopSound:0|sendSprintMessage:0|radiationTreatment:0|startFlashingMaterials:0|stopFlashingMaterials:0|unlockElevatorPad:0|unlockKeycodePad:0|unlockPuzzlePad:0|screenShake:0|awakeSleepingEnemy:0|branchFlip:0|branchFlipOnly:0|doorAccessCardOverrideToggle:0|unlockSwitch:0|lockElevatorPad:0|alreadyDisabledThisGOOnceEver:0|doorToggle:0|gameObject.activeInHierarchy:1
constIndex:710|lP.x:54.237|lP.y:31.594|lP.z:40.785|lR.x:-.70711|lR.y:0|lR.z:0|lR.w:.70711|lS.x:1|lS.y:1|lS.z:1|lev1SecCode:0|lev2SecCode:0|lev3SecCode:0|lev4SecCode:0|lev5SecCode:0|lev6SecCode:0|RobotSpawnDeactivated:0|IsotopeInstalled:0|ShieldActivated:0|LaserSafetyOverriden:0|LaserDestroyed:0|BetaGroveCyberUnlocked:0|GroveAlphaJettisonEnabled:0|GroveBetaJettisonEnabled:0|GroveDeltaJettisonEnabled:0|MasterJettisonBroken:0|Relay428Fixed:0|MasterJettisonEnabled:1|BetaGroveJettisoned:0|AntennaNorthDestroyed:0|AntennaSouthDestroyed:0|AntennaEastDestroyed:0|AntennaWestDestroyed:0|SelfDestructActivated:0|BridgeSeparated:0|IsolinearChipsetInstalled:0|target:|targetIfFalse:|argvalue:|argvalueIfFalse:|targetname:lev6jettisonenablespawns|tripTrigger:0|doorOpen:0|doorOpenIfUnlocked:0|doorClose:0|doorLock:0|doorUnlock:0|switchTrigger:0|chargeStationRecharge:0|enemyAlert:0|forceBridgeActivate:0|forceBridgeDeactivate:0|forceBridgeToggle:0|gravityLiftToggle:0|textureChangeToggle:0|lightOn:0|lightOff:0|lightToggle:0|funcwallMove:0|missionBitOn:0|missionBitOff:0|missionBitToggle:0|sendEmail:0|switchLockToggle:0|lockCodeToScreenMaterialChanger:0|spawnerActivate:0|spawnerActivateAlerted:0|cyborgConversionToggle:0|GOSetActive:0|GOSetDeactive:0|GOToggleActive:0|toggleRadiationTrigger:0|disableThisGOOnAwake:0|toggleRelayEnabled:0|togglePuzzlePanelLocked:0|testQuestBitIsOn:0|testQuestBitIsOff:0|playSoundOnce:0|stopSound:0|sendSprintMessage:0|radiationTreatment:0|startFlashingMaterials:0|stopFlashingMaterials:0|unlockElevatorPad:0|unlockKeycodePad:0|unlockPuzzlePad:0|screenShake:0|awakeSleepingEnemy:0|branchFlip:0|branchFlipOnly:0|doorAccessCardOverrideToggle:0|unlockSwitch:0|lockElevatorPad:0|alreadyDisabledThisGOOnceEver:0|doorToggle:0|gameObject.activeInHierarchy:1
constIndex:710|lP.x:54.6912|lP.y:31.594|lP.z:41.1827|lR.x:-.70711|lR.y:0|lR.z:0|lR.w:.70711|lS.x:1|lS.y:1|lS.z:1|lev1SecCode:0|lev2SecCode:0|lev3SecCode:0|lev4SecCode:0|lev5SecCode:0|lev6SecCode:0|RobotSpawnDeactivated:0|IsotopeInstalled:0|ShieldActivated:0|LaserSafetyOverriden:0|LaserDestroyed:0|BetaGroveCyberUnlocked:0|GroveAlphaJettisonEnabled:0|GroveBetaJettisonEnabled:0|GroveDeltaJettisonEnabled:0|MasterJettisonBroken:1|Relay428Fixed:0|MasterJettisonEnabled:0|BetaGroveJettisoned:0|AntennaNorthDestroyed:0|AntennaSouthDestroyed:0|AntennaEastDestroyed:0|AntennaWestDestroyed:0|SelfDestructActivated:0|BridgeSeparated:0|IsolinearChipsetInstalled:0|target:|targetIfFalse:|argvalue:|argvalueIfFalse:|targetname:lev6masterjettisonbreak|tripTrigger:0|doorOpen:0|doorOpenIfUnlocked:0|doorClose:0|doorLock:0|doorUnlock:0|switchTrigger:0|chargeStationRecharge:0|enemyAlert:0|forceBridgeActivate:0|forceBridgeDeactivate:0|forceBridgeToggle:0|gravityLiftToggle:0|textureChangeToggle:0|lightOn:0|lightOff:0|lightToggle:0|funcwallMove:0|missionBitOn:0|missionBitOff:0|missionBitToggle:0|sendEmail:0|switchLockToggle:0|lockCodeToScreenMaterialChanger:0|spawnerActivate:0|spawnerActivateAlerted:0|cyborgConversionToggle:0|GOSetActive:0|GOSetDeactive:0|GOToggleActive:0|toggleRadiationTrigger:0|disableThisGOOnAwake:0|toggleRelayEnabled:0|togglePuzzlePanelLocked:0|testQuestBitIsOn:0|testQuestBitIsOff:0|playSoundOnce:0|stopSound:0|sendSprintMessage:0|radiationTreatment:0|startFlashingMaterials:0|stopFlashingMaterials:0|unlockElevatorPad:0|unlockKeycodePad:0|unlockPuzzlePad:0|screenShake:0|awakeSleepingEnemy:0|branchFlip:0|branchFlipOnly:0|doorAccessCardOverrideToggle:0|unlockSwitch:0|lockElevatorPad:0|alreadyDisabledThisGOOnceEver:0|doorToggle:0|gameObject.activeInHierarchy:1
constIndex:714|lP.x:2.7582|lP.y:35.693|lP.z:35.349|lR.x:-.70711|lR.y:0|lR.z:0|lR.w:.70711|lS.x:1|lS.y:1|lS.z:1|distance:.5|force:1.5
constIndex:707|lP.x:2.59159|lP.y:35.693|lP.z:35.139|lR.x:-.70711|lR.y:0|lR.z:0|lR.w:.70711|lS.x:1|lS.y:1|lS.z:1|emailIndex:90|autoPlayEmail:0|targetname:lev6betajettisonedspawns|tripTrigger:0|doorOpen:0|doorOpenIfUnlocked:0|doorClose:0|doorLock:0|doorUnlock:0|switchTrigger:0|chargeStationRecharge:0|enemyAlert:0|forceBridgeActivate:0|forceBridgeDeactivate:0|forceBridgeToggle:0|gravityLiftToggle:0|textureChangeToggle:0|lightOn:0|lightOff:0|lightToggle:0|funcwallMove:0|missionBitOn:0|missionBitOff:0|missionBitToggle:0|sendEmail:0|switchLockToggle:0|lockCodeToScreenMaterialChanger:0|spawnerActivate:0|spawnerActivateAlerted:0|cyborgConversionToggle:0|GOSetActive:0|GOSetDeactive:0|GOToggleActive:0|toggleRadiationTrigger:0|disableThisGOOnAwake:0|toggleRelayEnabled:0|togglePuzzlePanelLocked:0|testQuestBitIsOn:0|testQuestBitIsOff:0|playSoundOnce:0|stopSound:0|sendSprintMessage:0|radiationTreatment:0|startFlashingMaterials:0|stopFlashingMaterials:0|unlockElevatorPad:0|unlockKeycodePad:0|unlockPuzzlePad:0|screenShake:0|awakeSleepingEnemy:0|branchFlip:0|branchFlipOnly:0|doorAccessCardOverrideToggle:0|unlockSwitch:0|lockElevatorPad:0|alreadyDisabledThisGOOnceEver:0|doorToggle:0|gameObject.activeInHierarchy:1
constIndex:712|lP.x:54.3722|lP.y:31.789|lP.z:33.9|lR.x:0|lR.y:0|lR.z:0|lR.w:1|lS.x:1|lS.y:1|lS.z:1|SFXClip:473|loopingAmbient:0|playEverywhere:1|currentlyPlaying:0|playSoundOnParticleEmit:0|numparticles:0|burstemittcnt1:15|burstemittcnt2:30|targetname:lev6relayfixedshodanwarning|tripTrigger:0|doorOpen:0|doorOpenIfUnlocked:0|doorClose:0|doorLock:0|doorUnlock:0|switchTrigger:0|chargeStationRecharge:0|enemyAlert:0|forceBridgeActivate:0|forceBridgeDeactivate:0|forceBridgeToggle:0|gravityLiftToggle:0|textureChangeToggle:0|lightOn:0|lightOff:0|lightToggle:0|funcwallMove:0|missionBitOn:0|missionBitOff:0|missionBitToggle:0|sendEmail:0|switchLockToggle:0|lockCodeToScreenMaterialChanger:0|spawnerActivate:0|spawnerActivateAlerted:0|cyborgConversionToggle:0|GOSetActive:0|GOSetDeactive:0|GOToggleActive:0|toggleRadiationTrigger:0|disableThisGOOnAwake:0|toggleRelayEnabled:0|togglePuzzlePanelLocked:0|testQuestBitIsOn:0|testQuestBitIsOff:0|playSoundOnce:0|stopSound:0|sendSprintMessage:0|radiationTreatment:0|startFlashingMaterials:0|stopFlashingMaterials:0|unlockElevatorPad:0|unlockKeycodePad:0|unlockPuzzlePad:0|screenShake:0|awakeSleepingEnemy:0|branchFlip:0|branchFlipOnly:0|doorAccessCardOverrideToggle:0|unlockSwitch:0|lockElevatorPad:0|alreadyDisabledThisGOOnceEver:0|doorToggle:0|gameObject.activeInHierarchy:1|AudioSource.enabled:1|time:0|clip.name:shodan_ceaseyourmeddling
constIndex:710|lP.x:-14.67289|lP.y:35.055|lP.z:-30.78365|lR.x:-.70711|lR.y:0|lR.z:0|lR.w:.70711|lS.x:1|lS.y:1|lS.z:1|lev1SecCode:0|lev2SecCode:0|lev3SecCode:0|lev4SecCode:0|lev5SecCode:0|lev6SecCode:0|RobotSpawnDeactivated:0|IsotopeInstalled:0|ShieldActivated:0|LaserSafetyOverriden:0|LaserDestroyed:0|BetaGroveCyberUnlocked:0|GroveAlphaJettisonEnabled:0|GroveBetaJettisonEnabled:0|GroveDeltaJettisonEnabled:0|MasterJettisonBroken:0|Relay428Fixed:1|MasterJettisonEnabled:0|BetaGroveJettisoned:0|AntennaNorthDestroyed:0|AntennaSouthDestroyed:0|AntennaEastDestroyed:0|AntennaWestDestroyed:0|SelfDestructActivated:0|BridgeSeparated:0|IsolinearChipsetInstalled:0|target:lev6relayfixedspawns|targetIfFalse:|argvalue:|argvalueIfFalse:|targetname:lev6relayfixedspawnstest|tripTrigger:0|doorOpen:0|doorOpenIfUnlocked:0|doorClose:0|doorLock:0|doorUnlock:0|switchTrigger:0|chargeStationRecharge:0|enemyAlert:0|forceBridgeActivate:0|forceBridgeDeactivate:0|forceBridgeToggle:0|gravityLiftToggle:0|textureChangeToggle:0|lightOn:0|lightOff:0|lightToggle:0|funcwallMove:0|missionBitOn:0|missionBitOff:0|missionBitToggle:0|sendEmail:0|switchLockToggle:0|lockCodeToScreenMaterialChanger:0|spawnerActivate:0|spawnerActivateAlerted:0|cyborgConversionToggle:0|GOSetActive:1|GOSetDeactive:0|GOToggleActive:0|toggleRadiationTrigger:0|disableThisGOOnAwake:0|toggleRelayEnabled:0|togglePuzzlePanelLocked:0|testQuestBitIsOn:0|testQuestBitIsOff:0|playSoundOnce:0|stopSound:0|sendSprintMessage:0|radiationTreatment:0|startFlashingMaterials:0|stopFlashingMaterials:0|unlockElevatorPad:0|unlockKeycodePad:0|unlockPuzzlePad:0|screenShake:0|awakeSleepingEnemy:0|branchFlip:0|branchFlipOnly:0|doorAccessCardOverrideToggle:0|unlockSwitch:0|lockElevatorPad:0|alreadyDisabledThisGOOnceEver:0|doorToggle:0|gameObject.activeInHierarchy:1
constIndex:712|lP.x:8.10301|lP.y:34.922|lP.z:27.50806|lR.x:0|lR.y:0|lR.z:0|lR.w:1|lS.x:1|lS.y:1|lS.z:1|SFXClip:501|loopingAmbient:0|playEverywhere:1|currentlyPlaying:0|playSoundOnParticleEmit:0|numparticles:0|burstemittcnt1:15|burstemittcnt2:30|targetname:lev6betawarning|tripTrigger:0|doorOpen:0|doorOpenIfUnlocked:0|doorClose:0|doorLock:0|doorUnlock:0|switchTrigger:0|chargeStationRecharge:0|enemyAlert:0|forceBridgeActivate:0|forceBridgeDeactivate:0|forceBridgeToggle:0|gravityLiftToggle:0|textureChangeToggle:0|lightOn:0|lightOff:0|lightToggle:0|funcwallMove:0|missionBitOn:0|missionBitOff:0|missionBitToggle:0|sendEmail:0|switchLockToggle:0|lockCodeToScreenMaterialChanger:0|spawnerActivate:0|spawnerActivateAlerted:0|cyborgConversionToggle:0|GOSetActive:0|GOSetDeactive:0|GOToggleActive:0|toggleRadiationTrigger:0|disableThisGOOnAwake:0|toggleRelayEnabled:0|togglePuzzlePanelLocked:0|testQuestBitIsOn:0|testQuestBitIsOff:0|playSoundOnce:0|stopSound:0|sendSprintMessage:0|radiationTreatment:0|startFlashingMaterials:0|stopFlashingMaterials:0|unlockElevatorPad:0|unlockKeycodePad:0|unlockPuzzlePad:0|screenShake:0|awakeSleepingEnemy:0|branchFlip:0|branchFlipOnly:0|doorAccessCardOverrideToggle:0|unlockSwitch:0|lockElevatorPad:0|alreadyDisabledThisGOOnceEver:0|doorToggle:0|gameObject.activeInHierarchy:1|AudioSource.enabled:1|time:0|clip.name:shodan_releasemyinfectedchildren
constIndex:710|lP.x:8.6082|lP.y:34.968|lP.z:27.64106|lR.x:-.70711|lR.y:0|lR.z:0|lR.w:.70711|lS.x:1|lS.y:1|lS.z:1|lev1SecCode:0|lev2SecCode:0|lev3SecCode:0|lev4SecCode:0|lev5SecCode:0|lev6SecCode:0|RobotSpawnDeactivated:0|IsotopeInstalled:0|ShieldActivated:0|LaserSafetyOverriden:0|LaserDestroyed:0|BetaGroveCyberUnlocked:0|GroveAlphaJettisonEnabled:0|GroveBetaJettisonEnabled:0|GroveDeltaJettisonEnabled:0|MasterJettisonBroken:0|Relay428Fixed:0|MasterJettisonEnabled:1|BetaGroveJettisoned:0|AntennaNorthDestroyed:0|AntennaSouthDestroyed:0|AntennaEastDestroyed:0|AntennaWestDestroyed:0|SelfDestructActivated:0|BridgeSeparated:0|IsolinearChipsetInstalled:0|target:lev6betawarning|targetIfFalse:|argvalue:|argvalueIfFalse:|targetname:lev6betawarningtest|tripTrigger:1|doorOpen:0|doorOpenIfUnlocked:0|doorClose:0|doorLock:0|doorUnlock:0|switchTrigger:0|chargeStationRecharge:0|enemyAlert:0|forceBridgeActivate:0|forceBridgeDeactivate:0|forceBridgeToggle:0|gravityLiftToggle:0|textureChangeToggle:0|lightOn:0|lightOff:0|lightToggle:0|funcwallMove:0|missionBitOn:0|missionBitOff:0|missionBitToggle:0|sendEmail:0|switchLockToggle:0|lockCodeToScreenMaterialChanger:0|spawnerActivate:0|spawnerActivateAlerted:0|cyborgConversionToggle:0|GOSetActive:0|GOSetDeactive:0|GOToggleActive:0|toggleRadiationTrigger:0|disableThisGOOnAwake:0|toggleRelayEnabled:0|togglePuzzlePanelLocked:0|testQuestBitIsOn:0|testQuestBitIsOff:0|playSoundOnce:1|stopSound:0|sendSprintMessage:0|radiationTreatment:0|startFlashingMaterials:0|stopFlashingMaterials:0|unlockElevatorPad:0|unlockKeycodePad:0|unlockPuzzlePad:0|screenShake:0|awakeSleepingEnemy:0|branchFlip:0|branchFlipOnly:0|doorAccessCardOverrideToggle:0|unlockSwitch:0|lockElevatorPad:0|alreadyDisabledThisGOOnceEver:0|doorToggle:0|gameObject.activeInHierarchy:1
constIndex:712|lP.x:54.0772|lP.y:31.4985|lP.z:40.318|lR.x:0|lR.y:0|lR.z:0|lR.w:1|lS.x:1|lS.y:1|lS.z:1|SFXClip:206|loopingAmbient:0|playEverywhere:1|currentlyPlaying:0|playSoundOnParticleEmit:0|numparticles:0|burstemittcnt1:15|burstemittcnt2:30|targetname:lev6jettisonenablespawns|tripTrigger:0|doorOpen:0|doorOpenIfUnlocked:0|doorClose:0|doorLock:0|doorUnlock:0|switchTrigger:0|chargeStationRecharge:0|enemyAlert:0|forceBridgeActivate:0|forceBridgeDeactivate:0|forceBridgeToggle:0|gravityLiftToggle:0|textureChangeToggle:0|lightOn:0|lightOff:0|lightToggle:0|funcwallMove:0|missionBitOn:0|missionBitOff:0|missionBitToggle:0|sendEmail:0|switchLockToggle:0|lockCodeToScreenMaterialChanger:0|spawnerActivate:0|spawnerActivateAlerted:0|cyborgConversionToggle:0|GOSetActive:0|GOSetDeactive:0|GOToggleActive:0|toggleRadiationTrigger:0|disableThisGOOnAwake:0|toggleRelayEnabled:0|togglePuzzlePanelLocked:0|testQuestBitIsOn:0|testQuestBitIsOff:0|playSoundOnce:0|stopSound:0|sendSprintMessage:0|radiationTreatment:0|startFlashingMaterials:0|stopFlashingMaterials:0|unlockElevatorPad:0|unlockKeycodePad:0|unlockPuzzlePad:0|screenShake:0|awakeSleepingEnemy:0|branchFlip:0|branchFlipOnly:0|doorAccessCardOverrideToggle:0|unlockSwitch:0|lockElevatorPad:0|alreadyDisabledThisGOOnceEver:0|doorToggle:0|gameObject.activeInHierarchy:1|AudioSource.enabled:1|time:0|clip.name:vox_jettisonenabled
constIndex:707|lP.x:2.59159|lP.y:35.693|lP.z:35.386|lR.x:-.70711|lR.y:0|lR.z:0|lR.w:.70711|lS.x:1|lS.y:1|lS.z:1|emailIndex:119|autoPlayEmail:1|targetname:lev6betajettisonedspawns|tripTrigger:0|doorOpen:0|doorOpenIfUnlocked:0|doorClose:0|doorLock:0|doorUnlock:0|switchTrigger:0|chargeStationRecharge:0|enemyAlert:0|forceBridgeActivate:0|forceBridgeDeactivate:0|forceBridgeToggle:0|gravityLiftToggle:0|textureChangeToggle:0|lightOn:0|lightOff:0|lightToggle:0|funcwallMove:0|missionBitOn:0|missionBitOff:0|missionBitToggle:0|sendEmail:0|switchLockToggle:0|lockCodeToScreenMaterialChanger:0|spawnerActivate:0|spawnerActivateAlerted:0|cyborgConversionToggle:0|GOSetActive:0|GOSetDeactive:0|GOToggleActive:0|toggleRadiationTrigger:0|disableThisGOOnAwake:0|toggleRelayEnabled:0|togglePuzzlePanelLocked:0|testQuestBitIsOn:0|testQuestBitIsOff:0|playSoundOnce:0|stopSound:0|sendSprintMessage:0|radiationTreatment:0|startFlashingMaterials:0|stopFlashingMaterials:0|unlockElevatorPad:0|unlockKeycodePad:0|unlockPuzzlePad:0|screenShake:0|awakeSleepingEnemy:0|branchFlip:0|branchFlipOnly:0|doorAccessCardOverrideToggle:0|unlockSwitch:0|lockElevatorPad:0|alreadyDisabledThisGOOnceEver:0|doorToggle:0|gameObject.activeInHierarchy:1
constIndex:697|lP.x:-22.408|lP.y:33.889|lP.z:-30.7423|lR.x:0|lR.y:0|lR.z:0|lR.w:1|lS.x:1|lS.y:1|lS.z:1|center.x:0|center.y:0|center.z:0|size.x:2.56|size.y:2.56|size.z:2.56
constIndex:706|lP.x:54.27659|lP.y:33.7345|lP.z:-61.49423|lR.x:0|lR.y:-.70711|lR.z:0|lR.w:.70711|lS.x:1|lS.y:1|lS.z:1
constIndex:666|lP.x:-1.879|lP.y:34.583|lP.z:-13.1333|lR.x:0|lR.y:-.70711|lR.z:0|lR.w:.70711|lS.x:2|lS.y:1|lS.z:2
constIndex:666|lP.x:-2.399|lP.y:34.583|lP.z:-14.9683|lR.x:0|lR.y:0|lR.z:0|lR.w:1|lS.x:2|lS.y:1|lS.z:2
constIndex:754|lP.x:72.16501|lP.y:31.401|lP.z:9.40302|lR.x:0|lR.y:.70711|lR.z:.70711|lR.w:0|lS.x:.8|lS.y:.8|lS.z:.8
constIndex:756|lP.x:70.7354|lP.y:31.337|lP.z:9.23341|lR.x:0|lR.y:.70711|lR.z:.70711|lR.w:0|lS.x:.8|lS.y:.8|lS.z:.8
constIndex:754|lP.x:69.31061|lP.y:31.401|lP.z:9.403|lR.x:0|lR.y:.70711|lR.z:.70711|lR.w:0|lS.x:.8|lS.y:.8|lS.z:.8
constIndex:589|lP.x:57.712|lP.y:31.195|lP.z:-.311|lR.x:0|lR.y:.70711|lR.z:0|lR.w:.70711|lS.x:.8|lS.y:.65|lS.z:.8
constIndex:589|lP.x:72.18001|lP.y:31.421|lP.z:-14.537|lR.x:0|lR.y:0|lR.z:0|lR.w:1|lS.x:.8|lS.y:.8|lS.z:.8
constIndex:588|lP.x:59.043|lP.y:31.401|lP.z:9.403|lR.x:0|lR.y:1|lR.z:0|lR.w:0|lS.x:.8|lS.y:.8|lS.z:.8
constIndex:754|lP.x:69.08813|lP.y:31.1448|lP.z:2.91215|lR.x:.48739|lR.y:.5123|lR.z:.5123|lR.w:-.48739|lS.x:.8|lS.y:.8|lS.z:.8
constIndex:755|lP.x:64.31957|lP.y:30.4048|lP.z:-.07087|lR.x:-.47781|lR.y:.52124|lR.z:.52124|lR.w:.47781|lS.x:.8|lS.y:.8|lS.z:.8
constIndex:756|lP.x:70.03869|lP.y:30.0072|lP.z:-5.12919|lR.x:.14072|lR.y:-.14072|lR.z:.69297|lR.w:-.69296|lS.x:.8|lS.y:.8|lS.z:.8
constIndex:755|lP.x:67.8252|lP.y:31.41821|lP.z:-14.27242|lR.x:.70711|lR.y:0|lR.z:0|lR.w:-.70711|lS.x:.8|lS.y:.8|lS.z:.8
constIndex:756|lP.x:66.3652|lP.y:31.337|lP.z:-14.38043|lR.x:.70711|lR.y:0|lR.z:0|lR.w:-.70711|lS.x:.8|lS.y:.8|lS.z:.8
constIndex:755|lP.x:64.1316|lP.y:31.41821|lP.z:-14.27246|lR.x:.70711|lR.y:0|lR.z:0|lR.w:-.70711|lS.x:.8|lS.y:.8|lS.z:.8
constIndex:588|lP.x:76.644|lP.y:31.209|lP.z:-8.248|lR.x:0|lR.y:.70711|lR.z:0|lR.w:-.7071|lS.x:.8|lS.y:.7|lS.z:.8
constIndex:588|lP.x:57.724|lP.y:31.209|lP.z:-9.79|lR.x:0|lR.y:-.7071|lR.z:0|lR.w:-.70711|lS.x:.8|lS.y:.7|lS.z:.8
constIndex:757|lP.x:76.65007|lP.y:31.195|lP.z:-6.747|lR.x:.5|lR.y:.5|lR.z:.5|lR.w:-.5|lS.x:.8|lS.y:.8|lS.z:.65
constIndex:758|lP.x:76.65|lP.y:31.195|lP.z:.6146|lR.x:.5|lR.y:.5|lR.z:.5|lR.w:-.5|lS.x:.8|lS.y:.8|lS.z:.65
constIndex:758|lP.x:76.65001|lP.y:31.195|lP.z:-.0318|lR.x:.5|lR.y:.5|lR.z:.5|lR.w:-.5|lS.x:.8|lS.y:.8|lS.z:.65
constIndex:758|lP.x:76.65002|lP.y:31.195|lP.z:-.6774|lR.x:.5|lR.y:.5|lR.z:.5|lR.w:-.5|lS.x:.8|lS.y:.8|lS.z:.65
constIndex:755|lP.x:76.36642|lP.y:31.22406|lP.z:6.8132|lR.x:.5|lR.y:.5|lR.z:.5|lR.w:-.5|lS.x:.8|lS.y:.8|lS.z:.7
constIndex:756|lP.x:76.47443|lP.y:31.153|lP.z:5.3532|lR.x:.5|lR.y:.5|lR.z:.5|lR.w:-.5|lS.x:.8|lS.y:.8|lS.z:.7
constIndex:755|lP.x:76.36645|lP.y:31.22406|lP.z:.4966|lR.x:.5|lR.y:.5|lR.z:.5|lR.w:-.5|lS.x:.8|lS.y:.8|lS.z:.7
constIndex:756|lP.x:76.47441|lP.y:31.153|lP.z:3.9926|lR.x:.5|lR.y:.5|lR.z:.5|lR.w:-.5|lS.x:.8|lS.y:.8|lS.z:.7
constIndex:603|lP.x:54.8212|lP.y:31.8235|lP.z:25.491|lR.x:-.65876|lR.y:-.25698|lR.z:-.25698|lR.w:.65876|lS.x:1|lS.y:1|lS.z:1|logIndex:108
constIndex:687|lP.x:72.8862|lP.y:32.642|lP.z:-52.584|lR.x:-.5|lR.y:-.5|lR.z:-.5|lR.w:.5|lS.x:.5|lS.y:1|lS.z:.5
constIndex:576|lP.x:15.972|lP.y:33.712|lP.z:3.84|lR.x:-.70711|lR.y:0|lR.z:0|lR.w:.70711|lS.x:2|lS.y:2|lS.z:2
constIndex:737|lP.x:61.353|lP.y:31.6929|lP.z:26.256|lR.x:-.56099|lR.y:-.43046|lR.z:-.43046|lR.w:.56099|lS.x:1|lS.y:1|lS.z:1
constIndex:687|lP.x:-64.639|lP.y:35.031|lP.z:40.51|lR.x:0|lR.y:.70711|lR.z:0|lR.w:.70711|lS.x:.5|lS.y:1|lS.z:.5
constIndex:576|lP.x:14.698|lP.y:33.712|lP.z:2.535|lR.x:-.5|lR.y:-.5|lR.z:-.5|lR.w:.5|lS.x:2|lS.y:2|lS.z:2
constIndex:576|lP.x:15.998|lP.y:33.712|lP.z:1.266|lR.x:0|lR.y:-.70711|lR.z:-.70711|lR.w:0|lS.x:2|lS.y:2|lS.z:2
constIndex:656|lP.x:-.618|lP.y:37.75303|lP.z:40.98008|lR.x:0|lR.y:.70711|lR.z:0|lR.w:.70711|lS.x:1|lS.y:1|lS.z:1
constIndex:576|lP.x:17.265|lP.y:33.712|lP.z:2.596|lR.x:.5|lR.y:-.5|lR.z:-.5|lR.w:-.5|lS.x:2|lS.y:2|lS.z:2
constIndex:682|lP.x:5.816|lP.y:32.644|lP.z:-28.059|lR.x:-.5|lR.y:.5|lR.z:.5|lR.w:.5|lS.x:.5|lS.y:1|lS.z:.5
constIndex:687|lP.x:-4.254|lP.y:32.644|lP.z:-30.767|lR.x:-.5|lR.y:.5|lR.z:.5|lR.w:.5|lS.x:.5|lS.y:1|lS.z:.5
constIndex:561|lP.x:-21.293|lP.y:32.065|lP.z:-42.174|lR.x:0|lR.y:-.56496|lR.z:0|lR.w:.82512|lS.x:.8|lS.y:1.4|lS.z:1
constIndex:561|lP.x:-21.01549|lP.y:32.161|lP.z:-45.118|lR.x:0|lR.y:-.99373|lR.z:0|lR.w:.1118|lS.x:.8|lS.y:1.4|lS.z:1.2
constIndex:686|lP.x:35.812|lP.y:34.516|lP.z:-29.462|lR.x:0|lR.y:0|lR.z:.70711|lR.w:.70711|lS.x:.18|lS.y:.35|lS.z:.18
constIndex:682|lP.x:81.301|lP.y:33.977|lP.z:-23.125|lR.x:0|lR.y:.70711|lR.z:0|lR.w:.70711|lS.x:.5|lS.y:1|lS.z:.5
constIndex:686|lP.x:82.124|lP.y:34.511|lP.z:-21.789|lR.x:-.70711|lR.y:.70711|lR.z:0|lR.w:0|lS.x:.12|lS.y:.24|lS.z:.12
constIndex:686|lP.x:82.865|lP.y:33.191|lP.z:-21.789|lR.x:-.70711|lR.y:.70711|lR.z:0|lR.w:0|lS.x:.12|lS.y:.24|lS.z:.12
constIndex:686|lP.x:36.401|lP.y:34.248|lP.z:-29.43|lR.x:0|lR.y:0|lR.z:1|lR.w:0|lS.x:.1|lS.y:.15|lS.z:.18
constIndex:686|lP.x:35.692|lP.y:32.873|lP.z:-29.462|lR.x:0|lR.y:0|lR.z:-.7071|lR.w:.70711|lS.x:.18|lS.y:.35|lS.z:.18
constIndex:686|lP.x:36.689|lP.y:33.445|lP.z:-29.43|lR.x:0|lR.y:0|lR.z:.70765|lR.w:.70656|lS.x:.1|lS.y:.15|lS.z:.18
